,시작지점의 위도,시작지점의 경도,열의 합,위치합
479,33.49184811,126.5918723,0.385904421,160.0837204
480,33.49186274,126.5364088,0.27496,160.0282715
481,33.49217775,126.8940487,0.3437,160.3862265
482,33.49222349,126.5214264,0.45766,160.0136498
483,33.49227234,126.5197105,0.45766,160.0119828
484,33.49233477,126.4902471,0.296025688,159.9825818
485,33.49253918,126.4262311,0.20622,159.9187703
486,33.49269915,126.4282412,0.20622,159.9209403
487,33.49271777,126.5355967,0.137811884,160.0283145
488,33.49303565,126.430946,0.20622,159.9239816
489,33.49318415,126.4420077,0.20622,159.9351918
490,33.49354559,126.4451052,0.20622,159.9386508
491,33.4935504,126.4792409,0.20622,159.9727913
492,33.49359809,126.4771638,0.20622,159.9707619
493,33.49362371,126.496769,0.1827,159.9903928
494,33.49366105,126.4337892,0.13748,159.9274503
495,33.49379259,126.4921894,0.27496,159.985982
496,33.49398555,126.4685095,0.20622,159.9624951
497,33.49406687,126.4358715,0.1739728,159.9299383
498,33.49410621,126.4662654,0.20622,159.9603716
499,33.49420549,126.4366705,0.20622,159.930876
500,33.49468405,126.8061036,0.343245,160.3007877
501,33.49476271,126.5336543,0.27496,160.028417
502,33.49486734,126.4505928,0.20622,159.9454602
503,33.49492902,126.4616022,0.20622,159.9565312
504,33.49526871,126.459948,0.20622,159.9552168
505,33.49532074,126.4543609,0.20622,159.9496816
506,33.49537665,126.5197922,0.32018,160.0151689
507,33.49662302,126.8121518,0.343245,160.3087748
508,33.49671062,126.5815291,0.449553527,160.0782397
509,33.49686337,126.5812301,0.449584473,160.0780935
510,33.49688749,126.8931553,0.309416945,160.3900428
511,33.49749996,126.4969461,0.45766,159.994446
512,33.49815102,126.519834,0.32018,160.0179851
513,33.49836346,126.5164071,0.38892,160.0147706
514,33.49932021,126.5027503,0.27496,160.0020705
515,33.49942652,126.5412982,0.45766,160.0407247
516,33.49984849,126.5198717,0.147259349,160.0197202
517,33.49997271,126.5164694,0.30938261,160.0164421
518,33.50000521,126.515573,0.27496,160.0155782
519,33.5000204,126.5249242,0.27496,160.0249446
520,33.50010333,126.5128511,0.27496,160.0129544
521,33.50013221,126.512046,0.27496,160.0121782
522,33.50033009,126.5059985,0.312553687,160.0063286
523,33.50073043,126.5291068,0.20622,160.0298372
524,33.50077249,126.5438366,0.45766,160.0446091
525,33.50147749,126.5692232,0.449547341,160.0707007
526,33.50162703,126.5689231,0.487153,160.0705501
527,33.50179512,126.5315113,0.27496,160.0333064
528,33.50290012,126.5112339,0.38892,160.014134
529,33.50325443,126.5348029,0.27496,160.0380573
530,33.50405852,126.5364462,0.311762241,160.0405047
531,33.50437759,126.5506111,0.45766,160.0549887
532,33.5048113,126.5262401,0.20622,160.0310514
533,33.50610249,126.5294278,0.38892,160.0355303
534,33.50734912,126.5561732,0.396658973,160.0635223
535,33.50738402,126.5403309,0.27496,160.047715
536,33.50810821,126.8873928,0.309313327,160.395501
537,33.50835868,126.5335928,0.38892,160.0419514
538,33.50846368,126.5582311,0.45766,160.0666948
539,33.50871152,126.5587029,0.45766,160.0674144
540,33.50908359,126.559425,0.45766,160.0685086
541,33.50972896,126.543144,0.27496,160.052873
542,33.51157865,126.5475637,0.2747325,160.0591424
543,33.5133334,126.5423492,0.38892,160.0556826
544,33.51342927,126.5535066,0.13748,160.0669358
545,33.51370852,126.5544828,0.13748,160.0681913
546,33.51420546,126.5384058,0.38892,160.0526113
547,33.51439002,126.5559133,0.13748,160.0703033
548,33.51550099,126.5579748,0.13748,160.0734758
549,33.51671008,126.5304794,0.45766,160.0471895
550,33.51680009,126.524828,0.45766,160.0416281
551,33.51831121,126.8609996,0.274822139,160.3793108
552,33.51832721,126.8824374,0.3437,160.4007647
553,33.51838292,126.8603438,0.3437,160.3787267
554,33.51846796,126.6456845,0.343245,160.1641525
555,33.51874046,126.5656363,0.27496,160.0843767
556,33.5189868,126.5688611,0.343432591,160.0878479
